Identifier,nBM,nHet,ZM1V,DBI,MAXDN,MAXDP,DELS,CIC0,J_D/Dt,SM1_Dz(Z),SM1_Dz(e),HyWi_B(s),SpMax4_Bh(m),SpMax5_Bh(m),SpMax3_Bh(s),SpMax7_Bh(s),P_VSA_v_2,P_VSA_s_6,Eta_F_A,Eig02_AEA(dm),Eig03_AEA(dm),Eig04_AEA(dm),nHAcc,Uc,nBM,nHet,ZM1V,DBI,MAXDN,MAXDP,DELS,CIC0,J_D/Dt,SM1_Dz(Z),SM1_Dz(e),HyWi_B(s),SpMax4_Bh(m),SpMax5_Bh(m),SpMax3_Bh(s),SpMax7_Bh(s),P_VSA_v_2,P_VSA_s_6,Eta_F_A,Eig02_AEA(dm),Eig03_AEA(dm),Eig04_AEA(dm),nHAcc,Uc
CEGDEZ,0.1724137931034483,0.13333333333333333,0.21188260558339297,0.29329813755682654,0.19653231663035586,0.43699713623346514,0.062226369051891196,0.5466221851542952,0.2474292134831461,0.5152901516975681,0.6832085561497325,0.5558381502890173,0.24838933491921894,0.2560940079634845,0.3314508276533594,0.5025039536109648,0.20558494128269975,0.13647804097202115,0.6482582837723025,0.4833080424886191,0.5635162601626016,0.6274142404151052,0.15789473684210525,0.664877197691585,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CELXOJ,0.48275862068965514,0.24444444444444446,0.4108804581245526,0.35547734271887377,0.09277414669571533,0.1870312286922133,0.07440315014060797,0.691743119266055,0.13067977528089889,0.5319046472429569,0.6954010695187165,0.6959537572254337,0.29467737139458816,0.3130037875109255,0.35851996105160655,0.5669478123352663,0.3035368900608977,0.18940278936702823,0.7233078448031719,0.4478376327769347,0.5613143631436315,0.6163159411934275,0.18421052631578946,0.8601529995973696,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CEQDEI,0.1954022988505747,0.2,0.21546170365068001,0.2839859216893973,0.3970588235294118,0.49877267148506754,0.08837260134539973,0.45654712260216845,0.1291505617977528,0.5805441849265591,0.6896256684491978,0.6083236994219656,0.28773912181583905,0.295134505195688,0.8218111002921127,0.558249868212968,0.3161191686717936,0.20020094341229158,0.6624185783064288,0.534142640364188,0.6036585365853658,0.6235226289997118,0.18421052631578946,0.6883639779895316,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CETRID,0.25287356321839083,0.17777777777777778,0.28561202576950606,0.37388180085056466,0.17955700798838056,0.5460930042274649,0.10756836287949471,0.6006672226855713,0.22381910112359546,0.5988442090055381,0.6765775401069518,0.6492485549132947,0.2914064823074636,0.2996018257744974,0.8183057448880233,0.5359778597785978,0.27403458908150646,0.17127871532448954,0.6281506655338431,0.571699544764795,0.6068766937669378,0.6369270683194004,0.15789473684210525,0.7370822708361295,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CEYHAS,0.1896551724137931,0.08888888888888889,0.17823908375089476,0.34389206628537916,0.05437545388525781,0.16418928133096958,0.03217508465839766,0.6632193494578815,0.17632247191011233,0.40356368889959066,0.5828877005347594,0.5322543352601152,0.26811378729309154,0.2819267747887734,0.30165530671859786,0.47285187137585666,0.0958587501346727,0.057168400796962004,0.5341263098272444,0.47742792109256443,0.5108401084010841,0.5527529547420006,0.05263157894736842,0.6827271507180245,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CICFUR,0.12643678160919541,0.06666666666666667,0.12741589119541874,0.2592755536002347,0.20951343500363112,0.03463793808809491,0.019275689501053746,0.5751459549624687,0.08878876404494382,0.3144714664098242,0.5033155080213904,0.4658959537572256,0.2730696798493409,0.2682334660580752,0.28821811100292116,0.43845545598313135,,,0.5596148399886718,0.41957511380880114,0.5320121951219512,0.5815797059671375,0.02631578947368421,0.607166823245202,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CIKQET,0.09195402298850575,0.15555555555555556,0.17823908375089476,0.27438040768441124,0.16911764705882354,0.411564162007364,0.059500662260297654,0.47973311092577153,0.22976741573033707,0.5287743799662894,0.69475935828877,0.5160693641618497,0.23381901080384582,0.23589394969408561,0.3291139240506329,0.5081707959936743,0.2486442947510992,0.16506309282563902,0.5712262815066553,0.49601669195751136,0.551659891598916,0.617469011242433,0.18421052631578946,0.5485169775869011,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CIPJAM01,0.13793103448275862,0.08888888888888889,0.15246957766642805,0.3279073177885321,0.4104030501089325,0.30615027955816176,0.04820471999112636,0.6043369474562131,0.09327303370786516,0.5287743799662894,0.47315508021390373,0.49572254335260113,0.2768361581920904,0.2919296882587161,0.28198636806231747,0.43845545598313135,,,0.5321438685924667,0.48349772382397566,0.5159214092140922,0.5935428077255693,0.05263157894736842,0.6232720440209368,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
CONWOR,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632,0.12643678160919541,0.17777777777777778,0.16678596993557623,0.24321748056899842,0.19344589687726943,0.04541115505250238,0.021528353222891372,0.3963302752293577,0.18378764044943818,0.5884902480134842,0.518288770053476,0.4416184971098267,0.25512934879571814,0.26910750704088565,0.2905550146056476,0.4072219293621508,,,0.536108751062022,0.6430197268588769,0.6255081300813008,0.6569616604208706,0.05263157894736842,0.607166823245202
DAKMIO,0.22413793103448276,0.4,0.4867573371510379,0.336046341105734,0.652323892519971,0.600709123141961,0.40273908249218665,0.5202668890742285,0.14567303370786516,0.738020707921984,0.8714438502673796,0.8395375722543357,0.2832788185152146,0.30164125473438863,0.9863680623174294,0.9956510279388509,,,0.789011611441518,0.5713201820940819,0.6258468834688347,0.6870856154511386,0.4473684210526315,0.7142665414038385,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DATQIA,0.005747126436781609,0.17777777777777778,0.12813171080887617,0.3111159994134038,0.28113652868554834,0.25078412655120685,0.05429066376098602,0.5706422018348624,0.0923505617977528,0.4473874307729352,0.6205347593582887,0.4554913294797689,0.2623649519278422,0.26308633582596874,0.26134371957156766,0.45519240906694786,,,0.36731804021523645,0.5739757207890743,0.6155149051490515,0.5872009224560392,0.15789473684210525,0.13421017313112335,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DAWFEP,0.21264367816091953,0.4666666666666667,0.33428775948460987,0.39147968910397424,0.27923021060275965,0.3266057548070367,0.18396808101107245,0.41034195162635523,0.11873370786516854,0.6956417047917168,0.841711229946524,0.7475144508670517,0.28357617206858954,0.2857142857142857,0.8969814995131451,0.838165524512388,0.961824776699826,0.5775505338623708,0.7431322571509489,0.554628224582701,0.6355013550135501,0.6953012395503027,0.3684210526315789,0.7043349885921352,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DEHZOH,0.14942528735632182,0.11111111111111112,0.15533285612025768,0.1940167179938408,0.19807552650689908,0.21900995499795448,0.024066473969581698,0.42652210175145955,0.20000112359550562,0.5865639296893812,0.5813903743315508,0.44346820809248566,0.2825849935573397,0.2879479460036904,0.29483933787731254,0.42013705851344224,,,0.5182667799490229,0.4394916540212442,0.5194783197831979,0.5628423176707985,0.0,0.6381693732384915,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DEJTOE,0.13793103448275862,0.33333333333333337,0.25697924123120974,0.647602287725473,0.31799201161946267,0.10957316241647348,0.10953883194247797,0.7636363636363632,0.17403595505617978,0.7960510474355887,0.2915508021390374,0.612485549132948,0.3102388740212112,0.327668252889191,0.29133398247322295,0.4679757511860833,,,0.5111866326819599,0.5235204855842184,0.6117886178861789,0.6696454309599308,0.10526315789473684,0.6232720440209368,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DITTAD,0.22413793103448276,0.35555555555555557,0.28131710808876165,0.302317055286699,0.4302832244008715,0.23741988272194192,0.09013591016748988,0.49591326105087563,0.12092022471910113,0.6862509029617144,0.7206417112299465,0.5870520231213874,0.2759440975319655,0.2945518112071477,0.33554040895813053,0.5312335266209804,0.2767947382732137,0.1837508301687584,0.6853582554517135,0.5110015174506828,0.5752032520325204,0.564427788988181,0.3421052631578947,0.7142665414038385,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DITYUB,0.26436781609195403,0.044444444444444446,0.19756621331424482,0.2199736031676199,0.08769063180827888,0.1795308877676258,0.033747545069586264,0.6260216847372809,0.17784831460674155,0.3551649410065013,0.5411764705882353,0.5465895953757225,0.2741599762117158,0.2948431582014179,0.2979552093476143,0.4926199261992619,0.08611614174238265,0.057168400796962004,0.6202209005947323,0.4434749620637329,0.5359078590785908,0.5729316805995964,0.05263157894736842,0.7455375117433902,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DODYIE,0.13793103448275862,0.2,0.2548317823908375,0.37028889866549347,0.5140704429920115,0.2631255966180281,0.08739715391190306,0.5416180150125104,0.18847865168539324,0.691066698771972,0.7041711229946523,0.5609248554913298,0.27980969372584,0.2843546664076915,0.29620253164556964,0.5054032683183975,0.05328421841091335,0.302040086507842,0.5675446049277826,0.5210546282245827,0.6156842818428184,0.6780051888152205,0.10526315789473684,0.6232720440209368,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DOFDAD,0.10344827586206896,0.2,0.23335719398711524,0.36662267194603315,0.47394698620188824,0.2368062184644757,0.07989371211577484,0.5135946622185154,0.2002820224719101,0.691066698771972,0.7041711229946523,0.5366473988439309,0.27980969372584,0.2843546664076915,0.2946445959104188,0.49235635213494994,0.05328421841091335,0.302040086507842,0.5179835740583404,0.5204855842185128,0.6156842818428184,0.6761314499855866,0.10526315789473684,0.570124815461012,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DOHTID,0.16091954022988506,0.2,0.1796707229778096,0.24321748056899842,0.3439542483660131,0.1738033546979408,0.039862850133430765,0.42602168473728075,0.07281910112359549,0.6518179629183722,0.6293048128342246,0.47930635838150293,0.2666270195262167,0.28746236767990674,0.29444985394352485,0.426331049024776,,,0.5664117813650524,0.43835356600910463,0.4601964769647697,0.48284808302104354,0.13157894736842105,0.6519930210709973,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
DOQROS,0.3160919540229885,0.17777777777777778,0.31281317108088763,0.302317055286699,0.06663035584604214,0.11611891449611346,0.03316521273888675,0.6447039199332777,0.07412134831460673,0.6327955694678545,0.6188235294117647,0.6235838150289017,0.28030528298146495,0.30086432941633484,0.3263875365141188,0.5324196099103846,0.1722322834847653,0.11433680159392401,0.6295666949872557,0.7477238239757207,0.6465108401084011,0.7046699336984722,0.10526315789473684,0.7793584753724333,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EACWOU,0.05747126436781609,0.08888888888888889,0.11811023622047244,0.23185217773867137,0.19244734931009444,0.37835810718669033,0.052178281777076015,0.3683069224353628,0.24553595505617973,0.4615940284131953,0.6357219251336899,0.4638150289017342,0.24026167112697,0.2125861901524716,0.3524829600778968,0.4119662625197681,0.18543790433876983,0.12310338368271376,0.5001416029453413,0.5358497723823974,0.6238143631436315,0.6091092533871433,0.10526315789473684,0.4642329888605557,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EBEBIX,0.08045977011494253,0.17777777777777778,0.1560486757337151,0.6878574571051475,0.26724763979665944,0.07213964271103232,0.0942350730443747,0.7903252710592159,0.23131910112359547,0.7084035636888997,0.2348663101604278,0.561849710982659,0.29705619982158793,0.3172768767602214,0.24537487828627036,0.46507643647865055,,,0.35485698102520535,0.6056525037936269,0.6507452574525746,0.7082732776016143,0.0,0.524359146423299,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
ECAPOO,0.24137931034482757,0.08888888888888889,0.2204724409448819,0.336046341105734,0.10239651416122005,0.024001090958679944,0.030108375798464076,0.6862385321100917,0.09047415730337077,0.4428124247531905,0.4378609625668449,0.57364161849711,0.2850629398354644,0.2998931727687676,0.3010710808179162,0.5191091196626252,,,0.5661285754743699,0.46339150227617604,0.5159214092140922,0.5935428077255693,0.0,0.7282243994094754,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
ECUFOY,0.1724137931034483,0.48888888888888893,0.5225483178239083,0.29329813755682654,0.45361292665214237,0.5499113596072549,0.4607847295172351,0.5057547956630525,0.2103033707865168,0.7722128581748134,0.9001069518716577,0.8728323699421967,0.2854594112399643,0.30591434398368456,0.9865628042843233,0.9985503426462838,,,0.7485131690739167,0.5404021244309558,0.6200880758807589,0.6723839723263187,0.5263157894736842,0.664877197691585,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EGIYEY,0.28735632183908044,0.13333333333333333,0.24266284896206156,0.35921689397272333,0.27814088598402326,0.1149597708986772,0.051561694603394166,0.6437030859049206,0.08184943820224719,0.6845653744281243,0.4513368983957219,0.5801156069364162,0.31925859847358506,0.32300670098086814,0.33261927945472247,0.5539008961518186,,,0.6530727839139054,0.5009484066767829,0.5370934959349594,0.5935428077255693,0.0,0.7612401019997318,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EHAVEO,0.06896551724137931,0.37777777777777777,0.376521116678597,0.43070831500219975,0.26289034132171396,0.5102959225419337,0.20315242426417338,0.6383653044203503,0.15740112359550562,0.7539128340958343,0.8305882352941176,0.7056647398843927,0.2779264545544653,0.28474312906671845,0.8223953261927945,0.5537691091196626,0.5280401401622229,0.6118863137101308,0.5060889266496743,0.5819423368740517,0.6510840108401084,0.6958777745748054,0.3421052631578947,0.4965776405851564,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EHUPAA,0.3620689655172414,0.2,0.32534001431639226,0.4490394485995014,0.2690631808278867,0.07084412927860356,0.06858472038261029,0.7763135946622184,0.3146044943820224,0.3498675656152179,0.5296256684491978,0.6709826589595376,0.2792149866190901,0.2981450908031465,0.3098344693281402,0.533605693199789,,,0.7691871990937412,0.5696130500758725,0.6717479674796748,0.6373594695877774,0.07894736842105263,0.80526103878674,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EHUQAA,0.21839080459770116,0.13333333333333333,0.23765211166785968,0.302317055286699,0.08959694989106755,0.387835810718669,0.06136347324533645,0.6203502919099246,0.3230977528089888,0.44377558391524197,0.6179679144385026,0.5893641618497112,0.3012191495688374,0.3137807128289793,0.39435248296007797,0.5274117026884555,0.17254780239794373,0.10578308328934148,0.583404134806004,0.5870637329286796,0.630589430894309,0.6886710867685212,0.05263157894736842,0.7093007649979869,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EJECAZ,0.1896551724137931,0.15555555555555556,0.20973514674302074,0.23185217773867137,0.2022512708787219,0.4837038047183962,0.09513222369391179,0.4920767306088407,0.1532314606741573,0.5083072477726944,0.6763636363636363,0.6050867052023121,0.288234711071464,0.2903758376226085,0.8185004868549175,0.5607538218239325,0.31709394254990586,0.1998620642678337,0.6508071367884452,0.5563353566009104,0.5711382113821138,0.6341885269530124,0.18421052631578946,0.6827271507180245,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EMUZOC,0.10344827586206896,0.17777777777777778,0.2061560486757337,0.3238011438627365,0.263162672476398,0.5145233874267012,0.12172376894619054,0.5202668890742285,0.20879213483146067,0.5504454611124489,0.7140106951871658,0.6175722543352602,0.2604817127564674,0.267942119063805,0.8218111002921127,0.5386136004217186,0.3869570124719752,0.25156071726580725,0.5814216935712263,0.5993930197268589,0.682757452574526,0.6429806860766791,0.21052631578947367,0.570124815461012,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
EPAXOK,0.14367816091954022,0.13333333333333333,0.18396564065855403,0.37747470303563574,0.3154502541757444,0.2643529251329606,0.041148222336767515,0.6058381984987491,0.12732921348314608,0.517457259812184,0.5931550802139037,0.5306358381502894,0.27396174050946576,0.28746236767990674,0.2987341772151899,0.4679757511860833,,,0.5610308694420845,0.47022003034901366,0.575880758807588,0.5860478524070337,0.07894736842105263,0.6307878137162798,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
ERIQOL,0.13793103448275862,0.2,0.21975662133142448,0.34389206628537916,0.19344589687726943,0.403927451247784,0.08952258535980634,0.5492910758965804,0.09027191011235955,0.5352757043101373,0.6994652406417112,0.6217341040462427,0.27168202993359103,0.28610274837331257,0.7867575462512171,0.5383500263574064,0.35423282730598155,0.2064012397186792,0.5751911639762107,0.6227238239757209,0.5360772357723578,0.6099740559238974,0.18421052631578946,0.6232720440209368,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
ETIKUP,0.21839080459770116,0.5333333333333333,0.5748031496062992,0.37028889866549347,0.6980755265068992,0.5688667666712124,0.4911540945955645,0.5034195162635529,0.11150786516853933,0.7883457741391765,0.9150802139037433,0.8878612716763008,0.29715531767271286,0.3166941827716811,0.988120740019474,1.0000000000000002,,,0.7946757292551685,0.5386949924127464,0.6385501355013551,0.6870856154511386,0.5789473684210527,0.7093007649979869,0.034482758620689655,0.0,0.015748031496062992,0.0518404458131691,0.03131808278867103,0.005659348152188736,0.0011255162694192335,0.23519599666388658,0.032559550561797754,0.29472670358776787,0.4889839572192513,0.1003468208092485,0.1141837644959857,0.02622122948431581,0.09055501460564752,0.07248286768581971,0.0,0.0,0.4064004531294251,0.10128983308042488,0.16937669376693767,0.13548573075814357,0.0,0.3767279559790632
