ZINC000000157489,[O-][N+](=O)c1c2ccccc2cc3ccccc13,,
ZINC000000164198,S=C=Nc1cccc2ccccc12,,
ZINC000000275176,c1ccc(cc1)c2ncc3c(ccc4ccccc34)n2,,
ZINC000000394916,CCOC(=O)Cc1cccc2ccccc12,,
ZINC000000404458,c1ccc2cnncc2c1,,
ZINC000000967339,c1ccc2c(c1)cnc3ccccc23,,
ZINC000000967522,c1ccc2ccccc2c1,,
ZINC000000967819,c1ccc2c(c1)ccc3ccccc23,,
ZINC000000967827,COc1cccc2c1ccc3ccccc23,,
ZINC000001000251,Cc1cccc2c1ccc3ccccc23,,
ZINC000001037160,O=C1CCCc2ccc3ccccc3c12,,
ZINC000001078794,C=Cc1cc2ccccc2c3ccccc13,,
ZINC000001505075,C(Oc1cccc2ccccc12)c3ccccc3,,
ZINC000001510094,O=C1C(=O)C(=O)c2ccccc2C1=O,,
ZINC000001530818,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,,
ZINC000001530975,CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,,
ZINC000001562131,c1ccc2c(c1)cc3ccc4cc5ccccc5c6ccc2c3c46,,
ZINC000001562132,c1ccc2c(c1)c3cccc4c5ccccc5c6cccc2c6c34,,
ZINC000001570217,c1ccc2c(c1)ccc3c4ccccc4sc23,,
ZINC000001570219,C1c2ccccc2c3ccc4ccccc4c13,,
ZINC000001570221,C1c2ccccc2c3c1ccc4ccccc34,,
ZINC000001570222,c1ccc2c(c1)c3cccc4c5ccccc5cc2c34,,
ZINC000001570231,c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,,
ZINC000001580747,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,,
ZINC000001580749,c1ccc2c(c1)cc3ccc4cccc5c6ccccc6c2c3c45,,
ZINC000001581013,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,,
ZINC000001581017,c1ccc(cc1)c2c3ccccc3cc4ccccc24,,
ZINC000001586329,c1ccc2cc3ccccc3cc2c1,,
ZINC000001589655,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,,
ZINC000001590020,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,,
ZINC000001598876,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc34,,
ZINC000001599927,[O-][N+](=O)c1cc2c3ccccc3ccc2c4ccccc14,,
ZINC000001599943,Cc1cc2ccccc2c3ccc4ccccc4c13,,
ZINC000001600920,Cc1c2ccccc2c(C)c3c1ccc4ccccc34,,
ZINC000001601908,Cc1cccc2cc3ccc4ccccc4c3cc12,,
ZINC000001601909,Cc1ccc2cc3ccc4ccccc4c3cc2c1,,
ZINC000001601910,Cc1cc2ccccc2c3cc4ccccc4cc13,,
ZINC000001601911,Cc1cccc2cc3c(ccc4ccccc34)cc12,,
ZINC000001601915,Cc1ccc2c(ccc3cc4ccccc4cc23)c1,,
ZINC000001632866,Cc1ccc2c(ccc3ccc4ccccc4c23)c1,,
ZINC000001661474,c1ccc2cc3c(ccc4ccccc34)cc2c1,,
ZINC000001661476,Cc1c2ccccc2cc3c1ccc4ccccc34,,
ZINC000001665359,C(SCc1cccc2ccccc12)c3cccc4ccccc34,,
ZINC000001666852,Cc1cccc2ccccc12,,
ZINC000001667772,Cc1nccc2ccccc12,,
ZINC000001680348,Fc1cccc2ccccc12,,
ZINC000001685107,Cc1c2ccccc2cc[n+]1C,,
ZINC000001688068,c1ccc2c3ccccc3c4ccccc4c2c1,,
ZINC000001689808,Cc1ccc2ccccc2c1C,,
ZINC000001690839,Cc1ccc(C)c2ccccc12,,
ZINC000001693310,Clc1cccc2ccccc12,,
ZINC000001693315,c1ccc2c(c1)ccc3c4ccccc4ccc23,,
ZINC000001694147,Cc1cc(C)c2ccccc2c1,,
ZINC000001700069,[O-][N+](=O)c1cccc2ccccc12,,
ZINC000001706229,CN(Cc1cccc2ccccc12)Cc3cccc4ccccc34,,
ZINC000001717025,O=C1N(C(=O)c2ccccc2c3ccccc13)c4cc5c6ccccc6ccc5c7ccccc47,,
ZINC000001718758,C1CCC(CC1)c2cccc3ccccc23,,
ZINC000001722248,Cc1ccc2ccc3c4ccccc4ccc3c2c1,,
ZINC000001760831,O=C1c2ccccc2C=Cc3ccccc13,,
ZINC000001845648,C=Cc1cccc2ccccc12,,
ZINC000001848575,CCN(CC)C(=O)c1cccc2ccccc12,,
ZINC000001849773,Cc1ccc(C)c2c1ccc3ccccc23,,
ZINC000002041197,c1ccc2cc3cc4ccccc4cc3cc2c1,,
ZINC000002077483,Cc1cc2c3ccccc3ccc2c4ccccc14,,
ZINC000002143276,Cc1cc2cc3ccccc3cc2c4ccccc14,,
ZINC000002168369,c1ccc2c(c1)cc3ccc4c5ccccc5cc6ccc2c3c46,,
ZINC000002168416,c1ccc2c(c1)cc3c4ccccc4c5cccc6ccc2c3c56,,
ZINC000002242728,c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,,
ZINC000002510896,COCOc1ccc2ccccc2c1c3c(OCOC)ccc4ccccc34,,
ZINC000002521500,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,,
ZINC000002530746,Cc1cccc2c1ccc3cc4ccccc4cc23,,
ZINC000002530747,Cc1cccc2ccc3cc4ccccc4cc3c12,,
ZINC000002539285,O=C1C=CC(=O)c2c1ccc3c2ccc4ccccc34,,
ZINC000002558786,c1ccc2c(c1)ccc3c4ccccc4c5ccccc5c23,,
ZINC000002558787,c1ccc2cc3c(ccc4cc5ccccc5cc34)cc2c1,,
ZINC000002558795,c1ccc2c(c1)c3cc4ccccc4c5cc6ccccc6c2c35,,
ZINC000002558813,Cc1cccc2c1ccc3c4ccccc4ccc23,,
ZINC000002558814,Cc1ccc2c(ccc3c4ccccc4ccc23)c1,,
ZINC000002558815,Cc1cccc2ccc3c4ccccc4ccc3c12,,
ZINC000002558831,[O-][N+](=O)c1c2ccccc2c3ccc4cccc5ccc1c3c45,,
ZINC000002577904,Clc1nccc2c1ccc3ccccc23,,
ZINC000003876016,c1ccc2c(c1)ccc3nc4ccc5ccccc5c4cc23,,
ZINC000003876017,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4nc23,,
ZINC000003876018,c1ccc2nc3ccc4ccccc4c3cc2c1,,
ZINC000003876019,c1ccc2nc3c(ccc4ccccc34)cc2c1,,
ZINC000003876020,c1ccc2c(c1)ccc3nc4c(ccc5ccccc45)cc23,,
ZINC000004769055,O=C1c2ccccc2c3ccc4C(=O)c5ccccc5c6ccc1c3c46,,
ZINC000005935219,[O-][N+](=O)c1c2ccccc2cc3c1ccc4ccccc34,,
ZINC000006118956,c1ccc2cscc2c1,,
ZINC000006920369,Brc1c2ccccc2c(Br)c3ccccc13,,
ZINC000008034701,c1ccc(cc1)[C@@H]([C@H](c2ccccc2)c3cccc4c3ccc5ccccc45)c6cccc7c6ccc8ccccc78,,
ZINC000008683005,c1ccc2nc3ccccc3nc2c1,,
ZINC000038147440,c1ccc(cc1)[C@@H]([C@@H](c2ccccc2)c3cccc4c3ccc5ccccc45)c6cccc7c6ccc8ccccc78,,
ZINC000057677596,c1ccc(cc1)[C@H]([C@@H](c2ccccc2)c3cccc4c3ccc5ccccc45)c6cccc7c6ccc8ccccc78,,
ZINC000059029793,c1ccc(cc1)P(c2ccccc2)c3ccc4ccccc4c3c5c(ccc6ccccc56)P(c7ccccc7)c8ccccc8,,
ZINC000064622647,c1ccc2cc3cc4cc5cc6ccccc6cc5cc4cc3cc2c1,,
ZINC000064858311,c1ccc(cc1)P(c2ccccc2)c3ccc4ccc5cccc6ccc3c4c56,,
ZINC000070666008,C1Cc2ccc3cc4c(ccc5ccccc45)cc3c2C1,,
ZINC000070667148,c1ccc2c(c1)cc3c4ccccc4c5cc6ccccc6c7ccc2c3c57,,
ZINC000077311539,O=C(C(C#N)C#N)c1cccc2ccccc12,,
ZINC000078239350,C1CC1c2cccc3ccccc23,,
ZINC000000066081,Brc1cnc2ccccc2c1,,
ZINC000000154638,O=S(=O)(c1ccccc1)c2ccccc2,,
ZINC000000165307,CS(=O)(=O)c1ccccc1,,
ZINC000000184654,Cc1nc2cc3ccccc3cc2n1C,,
ZINC000000262398,O(c1ccccc1)c2cccc(Oc3ccccc3)c2,,
ZINC000000388139,S1c2ccccc2Sc3ccccc13,,
ZINC000000388499,Brc1cccc(Br)c1,,
ZINC000000389555,c1ccc2nnccc2c1,,
ZINC000000897131,COc1ccccc1,,
ZINC000000900729,Brc1ccccc1,,
ZINC000000967335,CC(=O)c1ccc2ccccc2c1,,
ZINC000000967412,COc1ccc2ccccc2c1,,
ZINC000001092275,c1ccc2c3ccccc3c2c1,,
ZINC000001504642,O(c1ccccc1)c2ccccc2,,
ZINC000001570220,C1c2ccccc2c3cc4ccccc4cc13,,
ZINC000001591814,o1ccc2ccccc12,,
ZINC000001591842,CCOc1ccc2ccccc2c1,,
ZINC000001666853,Cc1ccc2ccccc2c1,,
ZINC000001669603,Cc1cc2ccccc2cc1C,,
ZINC000001687816,O(c1ccccc1)c2cccc(Oc3cccc(Oc4cccc(Oc5ccccc5)c4)c3)c2,,
ZINC000001697899,COc1ccc(OC)c2cc3ccccc3cc12,,
ZINC000001725142,C=Cc1ccc2ccccc2c1,,
ZINC000002034680,[O-][N+](=O)c1ccc2ccccc2c1,,
ZINC000002507978,c1ccc2cc3c(cc2c1)c4cccc5cccc3c45,,
ZINC000002530978,CC(=O)c1ccc2cc3ccccc3cc2c1,,
ZINC000002558793,c1ccc2c(c1)c3cccc4cc5ccccc5c2c34,,
ZINC000002580648,C=Cc1ccc2cc3ccccc3cc2c1,,
ZINC000003848023,O=C1c2ccccc2C(=O)c3cc4ccccc4cc13,,
ZINC000004521187,o1ncc2ccccc12,,
ZINC000005705162,O=C(C(=O)c1ccc2ccccc2c1)c3ccc4ccccc4c3,,
ZINC000008579950,c1ccc2nc3ccccc3cc2c1,,
ZINC000055757710,[C-]#[N+]c1ccc2ccccc2c1,,
ZINC000169747359,O(B(c1ccccc1)c2ccccc2)B(c3ccccc3)c4ccccc4,,
ZINC000000164418,Fc1ccccc1F,,
ZINC000000262400,O1c2ccccc2Oc3ccccc13,,
ZINC000000388498,Brc1ccccc1Br,,
ZINC000000388506,Clc1ccccc1Cl,,
ZINC000000401218,O=C1Oc2ccccc2c3ccccc13,,
ZINC000000896527,Clc1ccccc1,,
ZINC000000967534,Cc1ccccc1,,
ZINC000000967759,Fc1ccccc1,,
ZINC000000968250,c1ccc(cc1)c2ccccc2,,
ZINC000000968282,Cc1ccccc1C,,
ZINC000001482032,c1ccc2c(c1)sc3ccccc23,,
ZINC000001562134,c1ccc2c(c1)c3cccc4c5c6ccccc6c7cccc(c2c34)c57,,
ZINC000001570209,c1ccc2cccc2cc1,,
ZINC000001615334,c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4,,
ZINC000001615335,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,,
ZINC000001646307,C(n1c2ccccc2c3ccccc13)n4c5ccccc5c6ccccc46,,
ZINC000001674476,O=C1C(=C2C(=C1c3ccccc3)c4ccccc4c5ccccc25)c6ccccc6,,
ZINC000001689598,Cc1cccc2c(C)cccc12,,
ZINC000001699878,Ic1ccccc1,,
ZINC000001845807,C1Cc2ccccc12,,
ZINC000001867001,c1ccc(cc1)c2ccc(cc2)c3ccccc3,,
ZINC000002167088,c1ccc(cc1)C#Cc2c3ccccc3c(C#Cc4ccccc4)c5ccccc25,,
ZINC000002584246,N#Cc1c2ccccc2c(C#N)c3ccccc13,,
ZINC000002810011,CC(=O)Oc1c2ccccc2c(OC(=O)C)c3ccccc13,,
ZINC000003860823,O=C1c2ccccc2Oc3ccccc13,,
ZINC000003861058,o1c2ccccc2c3ccccc13,,
ZINC000003898186,c1ccc(cc1)[S+](c2ccccc2)c3ccccc3,,
ZINC000004521424,C[n+]1c2ccccc2c(c3c4ccccc4[n+](C)c5ccccc35)c6ccccc16,,
ZINC000004916677,[O-][N+](=O)c1ccc(c2ccccc12)[N+](=O)[O-],,
ZINC000000087024,CC(=C)C(=O)Oc1c2ccccc2cc3ccccc13,,
ZINC000001574602,COc1cc2ccccc2c3cc(oc13)[N+](=O)[O-],,
ZINC000001620997,[O-][N+](=O)c1cc(c2ccccc2c1)[N+](=O)[O-],,
ZINC000001654295,c1ccc2c(c1)ccc3cc4ccccc4c(c5ccsc5)c23,,"	"
ZINC000001656970,c1ccc2c(c1)ccc3cc4ccccc4c(c5cc6ccccc6s5)c23,,
ZINC000001668172,O=C(C[n+]1ccc2ccccc2c1)c3ccc4ccc5ccccc5c4c3,,"	"
ZINC000001765793,O=C1C(=O)c2c3ccccc3cc4cccc1c24,,
ZINC000002163914,BrC1=Cc2ccccc2C(=O)c3ccccc13,,
ZINC000002568170,CC(=C)C(=O)OCc1c2ccccc2cc3ccccc13,,
ZINC000012371961,CN(C)c1ccc2nc3c(ccc4ccccc34)[o+]c2c1,,
ZINC000038350321,Clc1cc2ccccc2nn1,,
ZINC000079045456,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,,
ZINC000001580750,c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccccc65)cc4cc3cc12,,
ZINC000085548520,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,,
